Código;Matrícula;Fecha Matriculación;Marca;Modelo;Tipo;Variante;Clasificación medioambiental;Combustible;Cilindrada;Potencia;Número de Plazas;Fecha inicio de prestación del servicio de taxi;Eurotaxi;Régimen Especial;Fecha extracción dato
1563364;0186KYV;11/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/07/2019;NO;No;;;18/06/2024
1559817;8839KXY;17/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/06/2019;NO;No;;;18/06/2024
1563405;2539KYW;15/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/07/2019;NO;No;;;18/06/2024
1570707;9742LBN;02/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;09/10/2019;NO;No;;;18/06/2024
1565455;4379KZG;30/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;09/08/2019;NO;No;;;18/06/2024
1557984;4331KXD;22/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/05/2019;NO;No;;;18/06/2024
1561878;7970KYP;03/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;08/07/2019;NO;No;;;18/06/2024
1560314;8098KYD;21/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/06/2019;NO;No;;;18/06/2024
1711588;1162KYB;18/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/07/2023;NO;NO;;;18/06/2024
1559932;0706KXY;14/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/06/2019;NO;No;;;18/06/2024
1560945;2386KYH;26/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;01/07/2019;NO;No;;;18/06/2024
1682757;2949KZC;24/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/10/2022;NO;NO;;;18/06/2024
1564261;1095KZB;23/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/07/2019;NO;No;;;18/06/2024
1568756;5232LBC;12/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/09/2019;NO;No;;;18/06/2024
1558493;2691KXH;27/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;05/06/2019;NO;No;;;18/06/2024
1556440;7482KWR;30/04/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;08/05/2019;NO;No;;;18/06/2024
1558213;0529KXJ;28/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/05/2019;NO;No;;;18/06/2024
1564745;5546KZC;25/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/07/2019;NO;No;;;18/06/2024
1560985;3128KYH;26/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;03/07/2019;NO;No;;;18/06/2024
1559820;1196KYC;19/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/06/2019;NO;No;;;18/06/2024
1562634;6070KYS;08/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;12/07/2019;NO;No;;;18/06/2024
1557883;5355KXF;23/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/05/2019;NO;No;;;18/06/2024
1564808;0099KZG;30/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/08/2019;NO;No;;;18/06/2024
1568754;7242LBC;13/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/09/2019;NO;No;;;18/06/2024
1560317;5101KYD;21/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/06/2019;NO;No;;;18/06/2024
1560701;1394KYF;24/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/06/2019;NO;No;;;18/06/2024
1556741;2048KWW;08/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/05/2019;NO;No;;;18/06/2024
1563566;3178KYX;17/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/07/2019;NO;No;;;18/06/2024
1569298;6991LBC;13/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/09/2019;NO;No;;;18/06/2024
1562638;6072KYS;08/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;12/07/2019;NO;No;;;18/06/2024
1563904;9715KYX;18/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;24/07/2019;NO;No;;;18/06/2024
1556572;8990KWV;07/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/05/2019;NO;No;;;18/06/2024
1559644;8674KXT;07/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/06/2019;NO;No;;;18/06/2024
1565985;8597KZF;29/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/08/2019;NO;No;;;18/06/2024
1560319;7733KXZ;18/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/06/2019;NO;No;;;18/06/2024
1557987;9944KXB;20/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/05/2019;NO;No;;;18/06/2024
1714367;2251KXT;06/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;20/09/2023;NO;NO;;;18/06/2024
1560104;0282KYC;19/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;24/06/2019;NO;No;;;18/06/2024
1564317;9441KYX;17/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/07/2019;NO;No;;;18/06/2024
1565084;5481KZC;25/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/08/2019;NO;No;;;18/06/2024
1686462;9194KWF;11/04/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/12/2022;NO;NO;;;18/06/2024
1564741;4090KZC;25/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/07/2019;NO;No;;;18/06/2024
1555975;1107KWL;24/04/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;30/04/2019;NO;No;;;18/06/2024
1570244;6052LBJ;26/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;04/10/2019;NO;No;;;18/06/2024
1563194;3300KYW;15/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/07/2019;NO;No;;;18/06/2024
1560773;9974KYD;21/06/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/06/2019;NO;No;;;18/06/2024
1564739;9840KZB;24/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/07/2019;NO;No;;;18/06/2024
1564259;5090KYX;17/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/07/2019;NO;No;;;18/06/2024
1563191;4338KYT;10/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/07/2019;NO;No;;;18/06/2024
1568556;0087LBC;11/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/09/2019;NO;No;;;18/06/2024
1563385;0639KYX;16/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/07/2019;NO;No;;;18/06/2024
1563368;2143KYV;11/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/07/2019;NO;No;;;18/06/2024
1570951;7452LBR;08/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;11/10/2019;NO;No;;;18/06/2024
1564350;3259KYZ;19/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/07/2019;NO;No;;;18/06/2024
1720723;5603LBD;17/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/12/2023;NO;NO;;;18/06/2024
1563197;3061KYW;15/07/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/07/2019;NO;No;;;18/06/2024
1477287;3335KBS;11/07/2017;SEAT;LEON ST;5F;FCPWAX0V;ECO;B: Gasolina/GNC;1395;81;5;12/07/2017;NO;No;;;18/06/2024
1602989;4277LGX;19/06/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;01/07/2020;NO;No;;;18/06/2024
1601309;2615LGK;19/05/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/06/2020;NO;No;;;18/06/2024
1640964;4988LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/07/2021;NO;NO;;;18/06/2024
1570727;9905LBN;02/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;09/10/2019;NO;No;;;18/06/2024
1571591;4656LBR;07/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/10/2019;NO;No;;;18/06/2024
1576384;4373LCW;28/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;05/12/2019;NO;No;;;18/06/2024
1572892;4753LCC;29/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/10/2019;NO;No;;;18/06/2024
1636451;6703LNH;25/03/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;30/04/2021;NO;No;;;18/06/2024
1580217;8595LDF;17/12/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/01/2020;NO;No;;;18/06/2024
1613646;4445LLF;26/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/12/2020;NO;No;;;18/06/2024
1571980;0878LBX;18/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/10/2019;NO;No;;;18/06/2024
1603542;1776LGX;18/06/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;01/07/2020;NO;No;;;18/06/2024
1638638;4972LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/06/2021;NO;No;;;18/06/2024
1575710;2836LCS;26/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/11/2019;NO;No;;;18/06/2024
1572349;8507LBX;22/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/10/2019;NO;No;;;18/06/2024
1572355;8075LBT;14/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/10/2019;NO;No;;;18/06/2024
1575224;2268LCN;19/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;27/11/2019;NO;No;;;18/06/2024
1572884;1549LCB;25/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/10/2019;NO;No;;;18/06/2024
1733698;5047LBY;23/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/02/2024;NO;NO;;;18/06/2024
1571414;4657LBS;09/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/10/2019;NO;No;;;18/06/2024
1572078;3953LBX;21/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/10/2019;NO;No;;;18/06/2024
1578303;7567LDG;18/12/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;26/12/2019;NO;No;;;18/06/2024
1601722;7992LGR;05/06/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/06/2020;NO;No;;;18/06/2024
1641883;4993LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/07/2021;NO;NO;;;18/06/2024
1574234;1058LCD;30/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;15/11/2019;NO;No;;;18/06/2024
1571589;7659LBT;14/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/10/2019;NO;No;;;18/06/2024
1572243;6162LBW;17/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/10/2019;NO;No;;;18/06/2024
1638342;4971LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/05/2021;NO;No;;;18/06/2024
1603253;3528LGX;18/06/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/06/2020;NO;No;;;18/06/2024
1701247;4728LCD;30/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/03/2023;NO;NO;;;18/06/2024
1686078;0681LMK;28/01/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/12/2022;NO;NO;;;18/06/2024
1640627;4962LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/06/2021;NO;No;;;18/06/2024
1641539;0078LNZ;28/04/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/07/2021;NO;NO;;;18/06/2024
1605750;6809LHP;16/07/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/07/2020;NO;No;;;18/06/2024
1611212;5614LJV;14/09/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;06/11/2020;NO;No;;;18/06/2024
1576177;2292LCM;15/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;05/12/2019;NO;No;;;18/06/2024
1637560;4956LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/05/2021;NO;No;;;18/06/2024
1575278;6394LCJ;08/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;27/11/2019;NO;No;;;18/06/2024
1571002;8271LBN;01/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;11/10/2019;NO;No;;;18/06/2024
1599104;5247LDY;21/01/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;24/02/2020;NO;No;;;18/06/2024
1578109;0764LCY;29/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/12/2019;NO;No;;;18/06/2024
1573313;1722LCG;31/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;08/11/2019;NO;No;;;18/06/2024
1601503;4206LGN;29/05/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/06/2020;NO;No;;;18/06/2024
1609111;1187LJY;22/09/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;30/09/2020;NO;No;;;18/06/2024
1573991;1864LCH;05/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/11/2019;NO;No;;;18/06/2024
1606047;4872LHJ;06/07/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;24/07/2020;NO;No;;;18/06/2024
1732711;3318LCH;05/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;31/01/2024;NO;NO;;;18/06/2024
1574872;5013LCM;18/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/11/2019;NO;No;;;18/06/2024
1576616;2718LCV;28/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;11/12/2019;NO;No;;;18/06/2024
1574482;9063LCH;06/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/11/2019;NO;No;;;18/06/2024
1574618;8288LCK;13/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;20/11/2019;NO;No;;;18/06/2024
1575863;8859LCR;25/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/12/2019;NO;No;;;18/06/2024
1635361;1007LMK;28/01/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/04/2021;NO;No;;;18/06/2024
1616305;3027LLG;27/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;12/02/2021;NO;No;;;18/06/2024
1575682;0635LCJ;07/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/11/2019;NO;No;;;18/06/2024
1571807;0806LBV;15/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/10/2019;NO;No;;;18/06/2024
1607412;8446LHT;22/07/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/08/2020;NO;No;;;18/06/2024
1573129;1069LCD;30/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;06/11/2019;NO;No;;;18/06/2024
1574877;8294LCK;13/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/11/2019;NO;No;;;18/06/2024
1613216;4442LLF;26/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;09/12/2020;NO;No;;;18/06/2024
1580659;6880LDV;13/01/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/01/2020;NO;No;;;18/06/2024
1572357;5530LBW;17/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/10/2019;NO;No;;;18/06/2024
1700209;7735LBW;18/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;15/03/2023;NO;NO;;;18/06/2024
1641789;4951LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/07/2021;NO;NO;;;18/06/2024
1614697;3030LLG;27/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;12/03/2021;NO;No;;;18/06/2024
1572651;1811LBZ;24/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;30/10/2019;NO;No;;;18/06/2024
1640124;4963LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/06/2021;NO;No;;;18/06/2024
1636500;4957LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;30/04/2021;NO;No;;;18/06/2024
1614694;3033LLG;27/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;12/03/2021;NO;No;;;18/06/2024
1572463;0660LBY;22/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/10/2019;NO;No;;;18/06/2024
1571982;8636LBW;18/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/10/2019;NO;No;;;18/06/2024
1609010;0564LJZ;23/09/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;25/09/2020;NO;No;;;18/06/2024
1582011;5240LDY;21/01/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;07/02/2020;NO;No;;;18/06/2024
1570713;1204LBL;27/09/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;09/10/2019;NO;No;;;18/06/2024
1616735;0993LMK;28/01/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/02/2021;NO;No;;;18/06/2024
1600594;4802LGB;05/03/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;11/03/2020;NO;No;;;18/06/2024
1580918;0223LDY;20/01/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;24/01/2020;NO;No;;;18/06/2024
1700963;7594LJF;06/08/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/03/2023;NO;NO;;;18/06/2024
1603246;3686LGX;18/06/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/06/2020;NO;No;;;18/06/2024
1719746;4175KXG;24/05/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;01/12/2023;NO;NO;;;18/06/2024
1615537;1232LKT;30/10/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/01/2021;NO;No;;;18/06/2024
1577031;3101LCW;28/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/12/2019;NO;No;;;18/06/2024
1573994;5547LCJ;08/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/11/2019;NO;No;;;18/06/2024
1599960;0319LFZ;02/03/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;04/03/2020;NO;No;;;18/06/2024
1652651;8454LCW;29/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/03/2022;NO;NO;;;18/06/2024
1640907;4977LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/07/2021;NO;NO;;;18/06/2024
1574281;4696LCK;12/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;15/11/2019;NO;No;;;18/06/2024
1609616;1108LKC;29/09/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;07/10/2020;NO;No;;;18/06/2024
1574881;5068LCM;18/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/11/2019;NO;No;;;18/06/2024
1574883;4274LCL;14/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;22/11/2019;NO;No;;;18/06/2024
1641887;0065LNZ;28/04/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/07/2021;NO;NO;;;18/06/2024
1636891;4976LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;07/05/2021;NO;No;;;18/06/2024
1607416;7145LHZ;30/07/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/08/2020;NO;No;;;18/06/2024
1637895;4978LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;21/05/2021;NO;No;;;18/06/2024
1575289;3669LCP;21/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;27/11/2019;NO;No;;;18/06/2024
1640397;4958LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/06/2021;NO;No;;;18/06/2024
1637333;5015LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/05/2021;NO;No;;;18/06/2024
1575768;3333LCM;15/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/11/2019;NO;No;;;18/06/2024
1601388;9800LGL;25/05/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;19/06/2020;NO;No;;;18/06/2024
1571990;9526LBW;18/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;23/10/2019;NO;No;;;18/06/2024
1572547;9611LBY;24/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;28/10/2019;NO;No;;;18/06/2024
1575414;2293LCR;22/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;27/11/2019;NO;No;;;18/06/2024
1637335;4989LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;14/05/2021;NO;No;;;18/06/2024
1580225;5080LDF;17/12/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;17/01/2020;NO;No;;;18/06/2024
1573998;0636LCJ;07/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/11/2019;NO;No;;;18/06/2024
1608306;6413LJV;14/09/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;16/09/2020;NO;No;;;18/06/2024
1614931;6133LLG;27/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;20/01/2021;NO;No;;;18/06/2024
1574457;5594LCL;14/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;18/11/2019;NO;No;;;18/06/2024
1614699;3031LLG;27/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;15/03/2021;NO;No;;;18/06/2024
1573205;5824LBZ;24/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;06/11/2019;NO;No;;;18/06/2024
1614563;7488LLH;30/11/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;08/01/2021;NO;No;;;18/06/2024
1574622;9916LCL;15/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;20/11/2019;NO;No;;;18/06/2024
1638866;4975LMT;24/02/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;04/06/2021;NO;No;;;18/06/2024
1573996;2068LCJ;07/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;13/11/2019;NO;No;;;18/06/2024
1633570;1005LMK;28/01/2021;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;10/03/2021;NO;No;;;18/06/2024
1581072;5248LDY;21/01/2020;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;29/01/2020;NO;No;;;18/06/2024
1573148;2771LCC;29/10/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;06/11/2019;NO;No;;;18/06/2024
1576628;9166LCY;03/12/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;11/12/2019;NO;No;;;18/06/2024
1575945;0143LCT;26/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/12/2019;NO;No;;;18/06/2024
1575867;7712LCS;26/11/2019;SEAT;LEON ST;5F;FDHFAX0V;ECO;M: GNC;1498;96;5;02/12/2019;NO;No;;;18/06/2024
