Código;Matrícula;Fecha Matriculación;Marca;Modelo;Tipo;Variante;Clasificación medioambiental;Combustible;Cilindrada;Potencia;Número de Plazas;Fecha inicio de prestación del servicio de taxi;Eurotaxi;Régimen Especial;Fecha extracción dato
1470061;0067JYG;10/04/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/04/2017;NO;No;;;18/06/2024
1475583;0806KBF;23/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/06/2017;NO;No;;;18/06/2024
1506031;6080KHG;02/02/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/02/2018;NO;No;;;18/06/2024
1575136;1684LCJ;07/11/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/11/2019;NO;No;;;18/06/2024
1532376;4218KST;04/01/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;11/01/2019;NO;No;;;18/06/2024
1510327;6264KKC;17/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;20/04/2018;NO;No;;;18/06/2024
1512570;7096KKZ;21/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;23/05/2018;NO;No;;;18/06/2024
1466154;1204JXC;27/02/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/02/2017;NO;No;;;18/06/2024
1485416;3162KFH;14/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;13/02/2018;NO;No;;;18/06/2024
1516838;8384KMX;19/07/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/07/2018;NO;No;;;18/06/2024
1511184;2843KKL;27/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;04/05/2018;NO;No;;;18/06/2024
1484032;9825KFC;03/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;06/11/2017;NO;No;;;18/06/2024
1474487;9751JZS;07/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/06/2017;NO;No;;;18/06/2024
1476684;1601KBN;04/07/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;06/07/2017;NO;No;;;18/06/2024
1515599;8153KMN;04/07/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;06/07/2018;NO;No;;;18/06/2024
1422968;7715JMY;04/04/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;05/04/2016;NO;No;;;18/06/2024
1523595;3123KPG;11/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;17/09/2018;NO;No;;;18/06/2024
1481328;9380KDC;21/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/09/2017;NO;No;;;18/06/2024
1482573;0577KDL;02/10/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/12/2017;NO;No;;;18/06/2024
1489575;8382KGY;25/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;02/02/2018;NO;No;;;18/06/2024
1469472;7725JYB;03/04/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;05/04/2017;NO;No;;;18/06/2024
1485697;7783KFP;28/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/12/2017;NO;No;;;18/06/2024
1433991;4725JRV;27/07/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;29/07/2016;NO;No;;;18/06/2024
1434992;8417JSF;17/08/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/08/2016;NO;No;;;18/06/2024
1689342;9205KCP;24/08/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;03/02/2023;NO;NO;;;18/06/2024
1447086;6254JWH;23/01/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/01/2017;NO;No;;;18/06/2024
1530954;6576KSB;04/12/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/12/2018;NO;No;;;18/06/2024
1707433;9091JPK;01/06/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/06/2023;NO;NO;;;18/06/2024
1486689;0342KFZ;12/12/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;15/12/2017;NO;No;;;18/06/2024
1512781;0865KLC;23/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/05/2018;NO;No;;;18/06/2024
1487732;9276KGB;18/12/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/01/2018;NO;No;;;18/06/2024
1480536;1297KCW;04/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/09/2017;NO;No;;;18/06/2024
1489631;4619KGX;23/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;31/01/2018;NO;No;;;18/06/2024
1481001;6762KCZ;15/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;19/09/2017;NO;No;;;18/06/2024
1523113;2138KPF;05/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/09/2018;NO;No;;;18/06/2024
1551267;6331KTN;13/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/02/2019;NO;No;;;18/06/2024
1474057;2428JZL;30/05/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/06/2017;NO;No;;;18/06/2024
1465090;5761JWT;13/02/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;16/02/2017;NO;No;;;18/06/2024
1550912;2395KTL;06/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;13/02/2019;NO;No;;;18/06/2024
1524073;4649KPK;20/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/09/2018;NO;No;;;18/06/2024
1528971;7174KRM;13/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;21/11/2018;NO;No;;;18/06/2024
1475599;6610KBF;26/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/06/2017;NO;No;;;18/06/2024
1484906;7945KFG;10/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/01/2018;NO;No;;;18/06/2024
1519599;9454KNV;23/08/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;31/08/2018;NO;No;;;18/06/2024
1481192;0672KDB;18/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;21/09/2017;NO;No;;;18/06/2024
1529955;7536KRS;22/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/11/2018;NO;No;;;18/06/2024
1510968;2777KKG;23/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/04/2018;NO;No;;;18/06/2024
1429953;2731JPN;08/06/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/06/2016;NO;No;;;18/06/2024
1524744;1334KPN;27/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;03/10/2018;NO;No;;;18/06/2024
1513355;1436KLH;29/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/06/2018;NO;No;;;18/06/2024
1466871;7402JXF;28/02/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;03/03/2017;NO;No;;;18/06/2024
1475880;5864KBF;26/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;29/06/2017;NO;No;;;18/06/2024
1487750;0007KGG;21/12/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;29/12/2017;NO;No;;;18/06/2024
1509291;5149KJL;22/03/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;04/04/2018;NO;No;;;18/06/2024
1480809;5411KCY;13/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/09/2017;NO;No;;;18/06/2024
1483179;1498KDR;16/10/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/10/2017;NO;No;;;18/06/2024
1511098;9116KKJ;26/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/05/2018;NO;No;;;18/06/2024
1443234;6865JVB;24/11/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;02/12/2016;NO;No;;;18/06/2024
1513226;1422KLH;29/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/06/2018;NO;No;;;18/06/2024
1511305;1018KKL;26/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;07/05/2018;NO;No;;;18/06/2024
1525457;4393KPW;11/10/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;17/10/2018;NO;No;;;18/06/2024
1511990;2728KKV;10/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/05/2018;NO;No;;;18/06/2024
1551941;6441KTT;21/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/02/2019;NO;No;;;18/06/2024
1505953;1409KHJ;07/02/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/02/2018;NO;No;;;18/06/2024
1530970;2317KSD;10/12/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/12/2018;NO;No;;;18/06/2024
1505569;7091KHB;30/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;05/02/2018;NO;No;;;18/06/2024
1505641;2170KHG;01/02/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;07/02/2018;NO;No;;;18/06/2024
1478024;9445KBY;24/07/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/07/2017;NO;No;;;18/06/2024
1554816;6243KKZ;18/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;10/04/2019;NO;No;;;18/06/2024
1488567;8719KGP;04/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/01/2018;NO;No;;;18/06/2024
1511539;4040KKS;07/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/05/2018;NO;No;;;18/06/2024
1489569;2673KGZ;26/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;31/01/2018;NO;No;;;18/06/2024
1507522;3140KHZ;01/03/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;09/03/2018;NO;No;;;18/06/2024
1445651;7602JWB;05/01/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;10/01/2017;NO;No;;;18/06/2024
1531133;3045KSD;11/12/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/12/2018;NO;No;;;18/06/2024
1523144;1598KPF;05/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/09/2018;NO;No;;;18/06/2024
1486241;7339KFR;29/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;7;11/12/2017;NO;No;;;18/06/2024
1529193;9161KRM;14/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;23/11/2018;NO;No;;;18/06/2024
1550195;1732KTH;31/01/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;06/02/2019;NO;No;;;18/06/2024
1479535;2594KCP;23/08/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/08/2017;NO;No;;;18/06/2024
1553282;0452KVJ;14/03/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;20/03/2019;NO;No;;;18/06/2024
1476347;4350KBK;30/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;04/07/2017;NO;No;;;18/06/2024
1740289;9012KTM;12/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;13/05/2024;NO;NO;;;18/06/2024
1516614;0200KMX;17/07/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/07/2018;NO;No;;;18/06/2024
1529075;9727KRN;16/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/11/2018;NO;No;;;18/06/2024
1505947;2750KHJ;08/02/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/02/2018;NO;No;;;18/06/2024
1421467;4716JMM;15/03/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;16/03/2016;NO;No;;;18/06/2024
1523983;1256KPK;19/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/10/2018;NO;No;;;18/06/2024
1529082;9093KRP;19/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/11/2018;NO;No;;;18/06/2024
1527519;0138KRC;24/10/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;29/10/2018;NO;No;;;18/06/2024
1474509;6308JZM;31/05/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/06/2017;NO;No;;;18/06/2024
1481369;1577KDD;22/09/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/09/2017;NO;No;;;18/06/2024
1513694;2925KLP;04/06/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/06/2018;NO;No;;;18/06/2024
1425113;5988JNJ;25/04/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/04/2016;NO;No;;;18/06/2024
1482681;5350KDP;13/10/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;16/10/2017;NO;No;;;18/06/2024
1483390;4634KDS;18/10/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/10/2017;NO;No;;;18/06/2024
1532887;2479KSY;17/01/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/01/2019;NO;No;;;18/06/2024
1505950;1204KHJ;07/02/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/02/2018;NO;No;;;18/06/2024
1511331;9876KKM;30/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/05/2018;NO;No;;;18/06/2024
1488831;9165KGS;12/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/01/2018;NO;No;;;18/06/2024
1517889;5733KNC;26/07/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;03/08/2018;NO;No;;;18/06/2024
1530637;8314KRZ;03/12/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;10/12/2018;NO;No;;;18/06/2024
1488202;7395KGP;04/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;7;10/01/2018;NO;No;;;18/06/2024
1553690;7412KVJ;15/03/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/03/2019;NO;No;;;18/06/2024
1519498;4229KNV;23/08/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/08/2018;NO;No;;;18/06/2024
1511307;8126KKM;27/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;07/05/2018;NO;No;;;18/06/2024
1688564;5184KRD;26/10/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/01/2023;NO;NO;;;18/06/2024
1479625;3226KCR;28/08/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/08/2017;NO;No;;;18/06/2024
1476644;5871KBF;26/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;06/07/2017;NO;No;;;18/06/2024
1464777;7225JWT;13/02/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/02/2017;NO;No;;;18/06/2024
1683373;4484JNT;06/05/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/10/2022;NO;NO;;;18/06/2024
1524767;3031KPL;24/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;03/10/2018;NO;No;;;18/06/2024
1528048;1275KRK;05/11/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;14/11/2018;NO;No;;;18/06/2024
1473874;8172JZG;25/05/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;30/05/2017;NO;No;;;18/06/2024
1476298;3277KBG;27/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;04/07/2017;NO;No;;;18/06/2024
1488199;2864KGP;04/01/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;7;12/01/2018;NO;No;;;18/06/2024
1464237;2241JWR;03/02/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/02/2017;NO;No;;;18/06/2024
1440063;5512JTL;26/10/2016;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/10/2016;NO;No;;;18/06/2024
1550938;8616KTL;08/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;15/02/2019;NO;No;;;18/06/2024
1483676;2608KDZ;30/10/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;31/10/2017;NO;No;;;18/06/2024
1470227;2684JYH;12/04/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/04/2017;NO;No;;;18/06/2024
1445893;9089JWC;11/01/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;12/01/2017;NO;No;;;18/06/2024
1527753;6497KRB;24/10/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;07/11/2018;NO;No;;;18/06/2024
1512895;0084KLD;24/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/05/2018;NO;No;;;18/06/2024
1524241;6313KPH;14/09/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;26/09/2018;NO;No;;;18/06/2024
1484213;8927KFD;07/11/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/11/2017;NO;No;;;18/06/2024
1553393;3151KVK;18/03/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;22/03/2019;NO;No;;;18/06/2024
1512181;7451KKV;10/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/05/2018;NO;No;;;18/06/2024
1612627;1670JCP;13/02/2015;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;25/11/2020;NO;No;;;18/06/2024
1468382;8210JXN;21/03/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;23/03/2017;NO;No;;;18/06/2024
1475777;6184KBB;21/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;28/06/2017;NO;No;;;18/06/2024
1468559;3706JXS;24/03/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/03/2017;NO;No;;;18/06/2024
1510840;6749KKH;24/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/04/2018;NO;No;;;18/06/2024
1513031;8677KLD;24/05/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;01/06/2018;NO;No;;;18/06/2024
1551587;6204KTR;19/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;22/02/2019;NO;No;;;18/06/2024
1473541;8260JZC;19/05/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;24/05/2017;NO;No;;;18/06/2024
1487744;6466KGH;27/12/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;29/12/2017;NO;No;;;18/06/2024
1699752;6875KRF;30/10/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;08/03/2023;NO;NO;;;18/06/2024
1551279;4948KTN;13/02/2019;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;18/02/2019;NO;No;;;18/06/2024
1519212;9181KBC;22/06/2017;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;22/08/2018;NO;No;;;18/06/2024
1510935;8930KKG;24/04/2018;TOYOTA;PRIUS PLUS;XW3(a);ZVW40(W);ECO;HEV: Vehículo híbrido gasolina;1798;73;5;27/04/2018;NO;No;;;18/06/2024
